parent_company,lens_id,date_published,title,applicants,climate_codes,abstract
Apple,168-888-258-717-277,2025-12-18,Scalable system on a chip,APPLE INC,Y02D10/00; Y02D10/00,"SCALABLE SYSTEM ON A CHIP A system including a plurality of processor cores, a plurality of graphics processing units, a plurality of peripheral circuits, and a plurality of memory controllers is configured to support 5 scaling of the system using a unified memory architecture. SCALABLE SYSTEM ON A CHIP ov o v"
Apple,142-557-092-277-979,2025-12-17,BENUTZERSCHNITTSTELLE FÜR EIN TELEFON,APPLE INC,Y02D30/70,
Apple,178-869-397-477-364,2025-12-16,Automatically reducing user equipment capabilities in power saving mode,APPLE INC,Y02D30/70,"A user equipment (UE) has a universal set of baseband processing capabilities when in a normal power mode. The UE transmits a base band processing capability reduced set for a low power mode to the base station, wherein the base band processing capability reduced set is a smaller subset of the universal set of base band processing capabilities; entering a low power mode; and performing an operation in a low power mode using the baseband processing capability reduced set."
Apple,091-491-247-049-771,2025-12-11,TECHNIQUES FOR MANAGING DISPLAY USAGE,APPLE INC,Y02D10/00; Y02D10/00,본 개시내용은 일반적으로 표준 디스플레이 모드와 저전력 디스플레이 모드 사이에서 전이하기 위한 기법들 및 사용자 인터페이스들에 관한 것이다.
Apple,153-891-607-136-052,2025-12-11,EFFICIENCY AND POWER CONTROL OF TASKS HAVING COMPUTATION BOUND AND MEMORY BOUND PHASES,APPLE INC,Y02D10/00,"The present disclosure describes a system that can include a memory device storing data for operations of a task, a controller to control the operations of the task, and further include a computation engine to perform the computations of the task, where the task can include multiple sets of operations. In some embodiments, the controller can determine an efficiency control metric of a set of operations based on one or more operational parameters of the memory device or the computation engine mea"
Apple,014-101-426-787-308,2025-12-11,PAGING RECEPTION FOR USER EQUIPMENT IN IDLE AND INACTIVE STATE,APPLE INC,Y02D30/70,Aspects of this disclosure are directed towards a baseband processor including memory coupled to one or more processors. The one or more processors are configured to monitor a paging physical downlink control channel (PDCCH) for a communication in response to operating in a camped on any cell state. A one-step paging reception is performed based on operating in the camped on any cell state. The one-step paging reception is performed by only processing a downlink control information (DCI) of the 
Apple,178-679-054-874-344,2025-12-11,ASYMMETRICAL BATTERY SEAL SYSTEM AND METHOD,APPLE INC,Y02E60/10,"The present disclosure is directed to a battery including an asymmetrical tab sealant, which includes a stronger seal portion around a tab in a tab opening of an enclosure (e.g., pouch) of the battery towards a cup side of the battery, and a weaker seal portion around the tab in the tab opening of the enclosure towards a non-cup side of the enclosure. Various characteristics may be employed to generate the stronger seal portion and the weaker seal portion, such as material characteristics, melti"
Apple,086-847-571-156-708,2025-12-10,VERZÖGERUNG DER ZELLULAREN NEUREGISTRIERUNG UNTER KRITISCHEN BEDINGUNGEN,APPLE INC,Y02D30/70,
Apple,187-914-253-762-314,2025-12-10,MULTIMODALE EINGABEN FÜR COMPUTERGENERIERTE REALITÄT,APPLE INC,Y02D10/00,"Implementations of the subject technology provide determining an operating mode of an electronic device based at least in part on whether the electronic device is communicatively coupled to an associated base device. Based on the determined operating mode, the subject technology identifies a set of input modalities for initiating a recording of content within a field of view of the electronic device. The subject technology monitors sensor information generated by at least one sensor included in,"
Apple,062-271-497-950-451,2025-12-10,Multiple independent on-chip interconnect,APPLE INC,Y02D10/00,"A system on a chip (SOC) 20 comprises: a plurality of agents including a first subset of agents which are processor clusters 22A-22B, a second subset of agents which are input/output clusters 24A-24D, and a third subset of agents which are graphics processing units, GPUs 28A-28D; a plurality of memory controllers 26A-26D configured to communicate with a plurality of memories; and a plurality of network switches 32, 34, 36 including: a first subset of network switches 32 interconnected to form a "
Apple,095-848-699-273-090,2025-12-10,ZELLENDETEKTION UND -MESSUNG FÜR UE MIT REDUZIERTER KAPAZITÄT MIT EDRX IM LEERLAUF- UND INAKTIVEN MODUS,APPLE INC,Y02D30/70; Y02D30/70,
Apple,198-041-467-088-520,2025-12-10,VERFAHREN UND SCHNITTSTELLEN ZUR INITIIERUNG VON KOMMUNIKATIONEN,APPLE INC,Y02D30/70,The present disclosure generally relates to methods and user interfaces for establishing communications.
Apple,075-575-523-194-640,2025-12-09,Asymmetric battery sealing system and method,APPLE INC,Y02E60/10,"The present disclosure relates to a battery including an asymmetric tab sealant that includes a stronger sealing portion around a tab in a tab opening of an enclosure (e.g., a pouch) of the battery toward a cup side of the battery, and a weaker sealing portion around the tab in the tab opening of the enclosure toward a non-cup side of the enclosure. Various characteristics may be employed to create the stronger seal portion and the weaker seal portion, such as material characteristics, melting t"
Apple,068-201-356-570-468,2025-12-09,Non-waking maintenance of near owner state,APPLE INC,Y02D30/70,"Embodiments described herein provide for a mobile electronic device including a wireless network interface coupled to a bus, a memory device coupled to the bus, and one or more processors coupled to the bus, the one or more processors to execute instructions to perform a scan, via the wireless network interface, for a beacon advertisement that is broadcast by a wireless device within range of the wireless network interface, detect the beacon advertisement broadcast by the wireless device, retrie"
Apple,040-214-632-486-059,2025-12-05,METHOD AND APPARATUS FOR OPERATING LOW POWER WAKE-UP RECEIVER (LP-WUR),APPLE INC,Y02D30/70,"Some aspects of the present disclosure relate to apparatuses and methods for implementing one or more low power wake-up receivers (LP-WURs) at a UE and for implementing mechanisms for improving receiver sensitivity loss for LP-WURs. According to some aspects, apparatuses and methods are provided that use time domain coverage improvements, power domain coverage improvements, spatial domain coverage improvements, and/or frequency domain coverage improvements to improve receiver sensitivity loss fo"
Apple,189-448-264-167-075,2025-12-05,User equipment operation when secondary cell is in network energy saving mode,APPLE INC,Y02D30/70,"A user equipment (UE) operates in a carrier aggregation (CA) mode in which a first component carrier (CC) is served by a serving cell and a second CC is served by a secondary cell (SCell), and in which the SCell is operating in a network energy saving (NES) mode in which the SCell does not transmit a synchronization signal block (SSB). The UE is configured to: determine whether the CA mode is an inter-band CA, wherein a first CC is served on a first frequency band and a second CC is served on a "
